#name, A, B
EPI_ISL_369617|1515503|A/New_York/WC-LVD-11-026/2011||2011-03-02, 1.0, 0.0
NODE_0002151, 0.9999999926016966, 7.3983034967568e-09
EPI_ISL_86026|302129|A/Arkansas/06/2010|C1|2010-11-30, 1.0, 0.0
EPI_ISL_88112|310026|A/Mississippi/04/2011|C2|2011-01-13, 1.0, 0.0
NODE_0001629, 0.9999705056811153, 2.949431888465447e-05
NODE_0001630, 0.9999530307600122, 4.696923998784056e-05
EPI_ISL_107019|357971|A/California/16/2012|C2|2012-01-18, 1.0, 0.0
EPI_ISL_160679|523672|A/Chicago/YGA_04019/2012||2012-12-07, 1.0, 0.0
NODE_0001631, 0.9999999999762303, 2.3769677557937036e-11
EPI_ISL_103727|353394|A/Florida/01/2012|C1|2012-01-03, 1.0, 0.0
EPI_ISL_121457|376408|A/Illinois/03/2012|E3|2012-04-16, 1.0, 0.0
NODE_0002155, 0.9999999867737785, 1.322622150493797e-08
EPI_ISL_369651|1515775|A/New_York/WC-LVD-12-049/2012||2012-03-06, 1.0, 0.0
NODE_0002156, 0.9999998001963074, 1.9980369260989647e-07
EPI_ISL_117349|368671|A/Pennsylvania/06/2012|C2|2012-03-17, 1.0, 0.0
EPI_ISL_369632|1515623|A/New_York/WC-LVD-12-030/2012||2012-03-28, 1.0, 0.0
NODE_0002159, 0.9999854577156857, 1.4542284314244352e-05
NODE_0002160, 0.9926382919448539, 0.007361708055146104
EPI_ISL_135253|420662|A/Boston/DOA39/2011|P0|2011-02-12, 1.0, 0.0
NODE_0001627, 0.002905351746937746, 0.9970946482530623
JQ809751|A/swine/South_Dakota/A01201469/2011|H1N1|USA|05/09/2011, 0.0, 1.0
CY114821|A/swine/South_Dakota/A01201470/2011|H1N1|USA|05/09/2011, 0.0, 1.0
NODE_0001571, 0.9999980351631793, 1.9648368206074903e-06
NODE_0001572, 0.9999999904536871, 9.546312849233605e-09
EPI_ISL_158620|511978|A/Tennessee/F2005A/2010||2010-12-10, 1.0, 0.0
EPI_ISL_158670|511669|A/Tennessee/F2068/2011||2011-03-03, 1.0, 0.0
NODE_0001573, 0.9999999980787424, 1.9212576608704748e-09
EPI_ISL_88055|309786|A/Alaska/07/2011|C1|2011-01-24, 1.0, 0.0
EPI_ISL_88056|309789|A/Alaska/08/2011|C2|2011-01-14, 1.0, 0.0
NODE_0001580, 0.9999999935485491, 6.451451025304971e-09
NODE_0001581, 0.9999982881547278, 1.7118452722982426e-06
EPI_ISL_90925|320017|A/Hawaii/01/2011|C2|2011-03-01, 1.0, 0.0
EPI_ISL_88153|310164|A/Washington/05/2011|RIIX/C1|2011-01-11, 1.0, 0.0
NODE_0001583, 0.999999999372901, 6.270989003238492e-10
EPI_ISL_93271|324470|A/South_Carolina/NHRC0002/2011|P0|2011-01-29, 0.9999999999999999, 0.0
EPI_ISL_99108|342447|A/Nebraska/06/2011|C1|2011-01-20, 1.0, 0.0
EPI_ISL_135249|420630|A/Boston/DOA30/2011|P0|2011-01-27, 0.9999999999999999, 0.0
NODE_0001586, 0.9999999981797839, 1.8202159902100229e-09
EPI_ISL_88075|309877|A/Delaware/08/2011|C1|2011-02-12, 1.0, 0.0
EPI_ISL_88103|309984|A/Maryland/06/2011|C1|2011-02-22, 1.0, 0.0
NODE_0001587, 0.9999999539602609, 4.6039739105304036e-08
EPI_ISL_99929|346707|A/Nonthaburi/78/2011|C1/C2/MDCK3|2011-06-08, 1.0, 0.0
NODE_0001589, 0.9999998485297209, 1.5147027907546457e-07
EPI_ISL_90929|320027|A/Kansas/02/2011|E3|2011-01-19, 1.0, 0.0
EPI_ISL_88088|309917|A/Kansas/02/2011|C1/C3|2011-01-19, 1.0, 0.0
NODE_0001590, 0.999999916518028, 8.348197201357464e-08
EPI_ISL_99815|346516|A/Wisconsin/26/2011|C1|2011-10-16, 1.0, 0.0
EPI_ISL_101252|348188|A/Hawaii/05/2011|E3|2011-09-07, 1.0, 0.0
NODE_0002172, 0.9999999922022784, 7.797721571837172e-09
EPI_ISL_88119|310046|A/New_Hampshire/03/2011|C1|2011-02-11, 1.0, 0.0
NODE_0001593, 0.9999999339292317, 6.607076833333313e-08
EPI_ISL_369636|1515655|A/New_York/WC-LVD-12-034/2012||2012-03-18, 1.0, 0.0
NODE_0001594, 0.9999985433369493, 1.4566630507118579e-06
NODE_0001595, 0.9999439740334318, 5.602596656809041e-05
EPI_ISL_138669|439249|A/Indiana/02/2013|C1|2013-01-14, 0.9999999999999999, 0.0
EPI_ISL_129400|396148|A/Washington/44/2012|C2|2012-08-15, 1.0, 0.0
NODE_0001596, 0.9999995184193381, 4.81580661834862e-07
NODE_0001599, 0.9999986949725429, 1.3050274570823184e-06
EPI_ISL_135963|424111|A/Arizona/M2/2012||2012-02-29, 1.0, 0.0
EPI_ISL_107090|358138|A/West_Virginia/02/2012|C2|2012-01-31, 1.0, 0.0
NODE_0002180, 0.9999999906632556, 9.336744383708253e-09
EPI_ISL_104870|355208|A/Utah/01/2012|Original|2012-01-17, 1.0, 0.0
NODE_0002182, 0.9999999997956481, 2.043518008360217e-10
EPI_ISL_101247|348174|A/Colorado/18/2011|C1|2011-11-26, 1.0, 0.0
EPI_ISL_369639|1515679|A/New_York/WC-LVD-12-037/2012||2012-03-12, 1.0, 0.0
NODE_0001601, 0.9999916216595688, 8.378340431112748e-06
EPI_ISL_104810|355007|A/Vermont/02/2012|M1|2012-02-01, 0.9999999999999999, 0.0
NODE_0001602, 0.9999999998344042, 1.6559587844911956e-10
EPI_ISL_131793|404827|A/New_York/36/2012|E3|2012-10-02, 0.9999999999999999, 0.0
EPI_ISL_133156|414444|A/New_York/45/2012|C2|2012-12-02, 1.0, 0.0
NODE_0001610, 0.9999999996609157, 3.3908420739507256e-10
EPI_ISL_160342|521248|A/Boston/YGA_01050/2012|P0|2012-12-26, 0.9999999999999999, 0.0
EPI_ISL_160320|521087|A/Boston/YGA_00087/2013|P0|2013-01-30, 0.9999999999999999, 0.0
EPI_ISL_133152|409889|A/Rhode_Island/10/2012|C2|2012-12-05, 0.9999999999999999, 0.0
NODE_0002186, 0.9999999946655019, 5.334498136684994e-09
EPI_ISL_147948|474274|A/Boston/DOA2-099/2012||2012-12-23, 1.0, 0.0
EPI_ISL_160531|522488|A/Boston/YGA_01202/2013|P0|2013-02-03, 1.0, 0.0
NODE_0001605, 0.9999946729262729, 5.327073727097657e-06
NODE_0001606, 0.9999961556777287, 3.8443222712997054e-06
EPI_ISL_160621|523208|A/Santa_Clara/YGA_03033/2013|P0|2013-01-15, 1.0, 0.0
EPI_ISL_189286|613318|A/Houston/JMM_131/2013|P0|2013-01-09, 0.9999999999999999, 0.0
NODE_0001607, 0.9999999959812343, 4.018765617310309e-09
EPI_ISL_134857|418237|A/Ohio/02/2013|C1|2013-01-08, 1.0, 0.0
NODE_0002191, 0.9999999988435886, 1.1564114439699468e-09
EPI_ISL_139110|440924|A/Oklahoma/07/2013|C2|2013-02-12, 0.9999999999999999, 0.0
NODE_0002192, 0.9999999999994914, 5.08706889707614e-13
EPI_ISL_152016|493745|A/California/NHRC393108/2013||2013-01-23, 1.0, 0.0
EPI_ISL_189619|616659|A/Houston/JMM_155/2013|P0|2013-01-21, 1.0, 0.0
NODE_0001614, 0.9999997573689662, 2.4263103381677453e-07
NODE_0001622, 0.999999150604541, 8.493954589312965e-07
EPI_ISL_152036|493765|A/California/NHRC392596/2013||2013-01-30, 1.0, 0.0
EPI_ISL_143537|460434|A/Ohio/106/2012|C2|2012-11-29, 1.0, 0.0
NODE_0003054, 0.9999999402527903, 5.974720975389113e-08
NODE_0001621, 0.9999999943039661, 5.69603394507911e-09
EPI_ISL_189277|613349|A/Houston/JMM_122/2013|P0|2013-01-08, 0.9999999999999999, 0.0
EPI_ISL_189616|616770|A/Houston/JMM_152/2013|P0|2013-02-05, 1.0, 0.0
NODE_0003059, 0.9999999758823952, 2.411760477323926e-08
EPI_ISL_160639|523352|A/Santa_Clara/YGA_03053/2013|P0|2013-01-19, 0.9999999999999999, 0.0
NODE_0003060, 0.9999999158245882, 8.417541183901805e-08
EPI_ISL_160517|522376|A/Boston/YGA_01185/2013|P0|2013-01-21, 1.0, 0.0
NODE_0002196, 0.9999999983917548, 1.608245192785423e-09
EPI_ISL_132703|407380|A/Wisconsin/45/2012|C1|2012-11-14, 0.9999999999999999, 0.0
NODE_0002198, 0.9999999434241268, 5.657587312664903e-08
EPI_ISL_196056|644604|A/Michigan/05/2013|C2|2013-01-31, 1.0, 0.0
NODE_0002199, 0.9999999957812682, 4.2187317083236415e-09
EPI_ISL_144095|462108|A/Illinois/3316/2013|PMK1|2013-04-09, 0.9999999999999999, 0.0
NODE_0002200, 0.9999999999662262, 3.377386485500313e-11
EPI_ISL_134831|418139|A/Texas/106/2012|C1|2012-12-15, 1.0, 0.0
NODE_0002201, 0.999999999335196, 6.648039643702747e-10
EPI_ISL_140752|446594|A/South_Dakota/3243/2013|PMK1|2013-01-04, 1.0, 0.0
NODE_0002202, 0.9999999998895089, 1.1049115529410581e-10
EPI_ISL_138658|439223|A/California/09/2013|E3|2013-01-22, 1.0, 0.0
NODE_0002203, 0.9999999999779408, 2.2059121055864876e-11
EPI_ISL_160650|523440|A/Santa_Clara/YGA_03065/2013|P0|2013-01-26, 0.9999999999999999, 0.0
NODE_0002205, 0.9999999997560926, 2.4390751655744873e-10
EPI_ISL_144091|462104|A/Hawaii/3312/2013|PMK1|2013-01-30, 1.0, 0.0
NODE_0002206, 0.9999999997561018, 2.4389825119917016e-10
EPI_ISL_139902|443631|A/New_Mexico/07/2013|C2|2013-03-14, 0.9999999999999999, 0.0
EPI_ISL_139112|440932|A/Illinois/02/2013|C1|2013-03-11, 0.9999999999999999, 0.0
NODE_0001635, 0.9999994572545506, 5.42745449355729e-07
EPI_ISL_108143|359368|A/Boston/DOA22/2011|P0|2011-02-01, 1.0, 0.0
EPI_ISL_99153|342540|A/California/24/2011|C2|2011-09-15, 1.0, 0.0
NODE_0001637, 0.9999866524260403, 1.334757395962706e-05
EPI_ISL_128224|392911|A/Illinois/06/2012|Original|2012-03-08, 1.0, 0.0
NODE_0001638, 0.9999999999999741, 2.603809835773147e-14
NODE_0001652, 0.9999953339718675, 4.666028132446594e-06
EPI_ISL_122018|377531|A/Texas/36/2012|Original|2012-03-07, 1.0, 0.0
EPI_ISL_121442|376359|A/Arizona/08/2012|C2|2012-01-24, 0.9999999999999999, 0.0
NODE_0001674, 0.9999956888157286, 4.311184271420248e-06
EPI_ISL_146809|471503|A/Georgia/F32551/2012|1_passage_-_HTBE_cells|2012-02-01, 1.0, 0.0
NODE_0002215, 0.9999999999280968, 7.19030415201566e-11
EPI_ISL_117354|368689|A/Tennessee/05/2012|C2|2012-03-05, 1.0, 0.0
EPI_ISL_111397|362985|A/Michigan/01/2012|C1|2012-03-04, 1.0, 0.0
NODE_0001664, 0.9999992712876552, 7.287123448660751e-07
NODE_0002225, 0.9999997956289836, 2.0437101646699825e-07
EPI_ISL_111393|362973|A/Oklahoma/01/2012|C2|2012-02-21, 0.9999999999999999, 0.0
EPI_ISL_122016|377529|A/Texas/47/2012|Original|2012-04-01, 1.0, 0.0
NODE_0001666, 0.9999999684531158, 3.154688431989905e-08
EPI_ISL_369627|1515583|A/New_York/WC-LVD-12-025/2012||2012-02-03, 1.0, 0.0
NODE_0002227, 0.9999999603371025, 3.9662897600932685e-08
EPI_ISL_129195|395372|A/Boston/DOA93/2012||2012-03-26, 1.0, 0.0
NODE_0002228, 0.9999999996925651, 3.074347693578158e-10
EPI_ISL_107091|358141|A/Utah/09/2012|C2|2012-02-09, 1.0, 0.0
NODE_0002229, 0.9999999996681661, 3.3183395666825524e-10
EPI_ISL_369642|1515703|A/New_York/WC-LVD-12-040/2012||2012-02-27, 1.0, 0.0
EPI_ISL_369635|1515647|A/New_York/WC-LVD-12-033/2012||2012-03-08, 1.0, 0.0
NODE_0001721, 0.9999999888873417, 1.111265845272405e-08
EPI_ISL_122017|377530|A/Colorado/14/2012|Original|2012-03-28, 1.0, 0.0
NODE_0001750, 0.9999999999823259, 1.767399563741154e-11
EPI_ISL_122107|378042|A/Utah/16/2012|C1|2012-05-08, 1.0, 0.0
EPI_ISL_135962|424110|A/Arizona/M1/2012||2012-02-23, 0.9999999999999999, 0.0
NODE_0003084, 0.999999981994308, 1.8005692114966912e-08
EPI_ISL_146772|471181|A/Georgia/M5081/2012|10_passages_-_MDCK_cells|2012-02-01, 0.9999999999999999, 0.0
NODE_0003091, 0.9999999225795057, 7.742049442618303e-08
EPI_ISL_120220|372542|A/California/25/2012|C2|2012-03-30, 1.0, 0.0
NODE_0002233, 0.999999889650997, 1.1034900310239968e-07
NODE_0001756, 0.9999999985936877, 1.4063122535746327e-09
EPI_ISL_117350|368674|A/Rhode_Island/04/2012|C2|2012-03-21, 1.0, 0.0
EPI_ISL_117050|368444|A/Maine/03/2012|C1|2012-03-06, 1.0, 0.0
NODE_0002235, 0.9999999960202574, 3.979742604793809e-09
EPI_ISL_121445|376368|A/Oregon/08/2012|C1|2012-04-11, 0.9999999999999999, 0.0
NODE_0002237, 0.9999999999720761, 2.7923823987185162e-11
EPI_ISL_105887|356274|A/Delaware/01/2012|E3|2012-01-22, 1.0, 0.0
EPI_ISL_107007|357936|A/Nebraska/06/2012|C2|2012-02-09, 0.9999999999999999, 0.0
NODE_0001759, 0.9999999999999786, 2.134122672729431e-14
EPI_ISL_107010|357945|A/Nevada/06/2012|C2|2012-01-23, 1.0, 0.0
EPI_ISL_122125|380021|A/Idaho/15/2012|C1|2012-04-18, 1.0, 0.0
NODE_0001763, 0.999999779198836, 2.208011638961352e-07
EPI_ISL_111396|362982|A/New_York/03/2012|C1|2012-02-12, 1.0, 0.0
EPI_ISL_369637|1515663|A/New_York/WC-LVD-12-035/2012||2012-03-20, 1.0, 0.0
NODE_0003101, 0.9999997152526938, 2.847473062160186e-07
EPI_ISL_111390|362964|A/California/19/2012|C2|2012-02-14, 1.0, 0.0
EPI_ISL_128223|392910|A/Wisconsin/11/2012|Original|2012-04-01, 1.0, 0.0
NODE_0001765, 0.9999579566907258, 4.204330927428507e-05
NODE_0001766, 0.9999999972103465, 2.789653560974439e-09
EPI_ISL_122122|380015|A/Wisconsin/14/2012|C1|2012-05-24, 1.0, 0.0
EPI_ISL_124950|386040|A/Wisconsin/16/2012|C1|2012-06-04, 1.0, 0.0
NODE_0001768, 0.07281472608983808, 0.9271852739101619
VDL|A/swine/USA/12462/2012|H1N1|HA|swine|2012-04-05, 0.0, 0.9999999999999999
VDL|A/swine/USA/13598/2012|H1N1|HA|swine|2012-04-13, 0.0, 1.0
NODE_0002245, 0.9999999927275124, 7.272487496267515e-09
EPI_ISL_369634|1515639|A/New_York/WC-LVD-12-032/2012||2012-04-12, 0.9999999999999999, 0.0
EPI_ISL_105889|356280|A/Utah/06/2012|C1|2012-02-02, 1.0, 0.0
NODE_0003106, 0.9999999828223642, 1.7177635733864316e-08
EPI_ISL_157538|509594|A/Arizona/M20/2012||2012-04-13, 1.0, 0.0
NODE_0003107, 0.9999999961879787, 3.812021290800281e-09
EPI_ISL_101591|349358|A/Pennsylvania/16/2011|C1|2011-12-19, 1.0, 0.0
NODE_0003108, 0.9999999494184596, 5.058154039436568e-08
NODE_0001746, 0.9999999999996758, 3.2426394151831157e-13
EPI_ISL_111391|362967|A/North_Dakota/01/2012|C1|2012-02-26, 1.0, 0.0
EPI_ISL_111400|362994|A/North_Dakota/02/2012|C1|2012-02-26, 1.0, 0.0
EPI_ISL_369647|1515743|A/New_York/WC-LVD-12-045/2012||2012-04-10, 1.0, 0.0
NODE_0003110, 0.9999998399062168, 1.600937832401175e-07
EPI_ISL_122124|380013|A/Florida/15/2012|C2|2012-05-01, 1.0, 0.0
NODE_0002249, 0.9999999877751002, 1.222489965212749e-08
NODE_0001742, 0.9999993324261067, 6.675738932567319e-07
EPI_ISL_369629|1515599|A/New_York/WC-LVD-12-027/2012||2012-03-28, 1.0, 0.0
EPI_ISL_120222|372552|A/Massachusetts/05/2012|C2|2012-03-12, 1.0, 0.0
NODE_0002251, 0.9999999995301554, 4.698446892393202e-10
EPI_ISL_121248|376402|A/Louisiana/03/2012|C2|2012-04-03, 1.0, 0.0
NODE_0002252, 0.9999999999412079, 5.879208547077266e-11
EPI_ISL_107093|358148|A/Tennessee/02/2012|C1|2012-02-02, 1.0, 0.0
NODE_0002253, 0.999999998112383, 1.8876169741766497e-09
NODE_0002254, 0.9999997007444629, 2.9925553697173256e-07
EPI_ISL_369643|1515711|A/New_York/WC-LVD-12-041/2012||2012-04-20, 1.0, 0.0
NODE_0002257, 0.9999998611211116, 1.388788883712169e-07
EPI_ISL_118693|370419|A/Texas/35/2012|C1|2012-03-19, 1.0, 0.0
NODE_0002258, 0.9999999819319104, 1.8068089573265313e-08
NODE_0001744, 0.9999999939839161, 6.016083749093393e-09
EPI_ISL_369650|1515767|A/New_York/WC-LVD-12-048/2012||2012-06-09, 1.0, 0.0
EPI_ISL_369633|1515631|A/New_York/WC-LVD-12-031/2012||2012-04-09, 1.0, 0.0
NODE_0002260, 0.9999999828621453, 1.71378546434182e-08
EPI_ISL_121452|376392|A/Iowa/11/2012|C1|2012-04-12, 1.0, 0.0
NODE_0002263, 0.9999999996822626, 3.177373276932505e-10
EPI_ISL_117348|368655|A/Texas/30/2012|C1|2012-03-02, 1.0, 0.0
NODE_0002265, 0.9999999998674898, 1.3251031740847092e-10
EPI_ISL_122767|380016|A/Texas/37/2012|Original|2012-03-14, 1.0, 0.0
EPI_ISL_161957|529929|A/Bronx/INS3_674/2012|P0|2012-03-21, 1.0, 0.0
NODE_0001724, 0.9999999918441999, 8.155800134506601e-09
EPI_ISL_128226|392915|A/New_York/11/2012|Original|2012-03-05, 1.0, 0.0
NODE_0002267, 0.9999988211615564, 1.1788384437390763e-06
EPI_ISL_131987|405851|A/Washington/24/2012|C2/MDCK1|2012-06-17, 1.0, 0.0
NODE_0001727, 0.9999997783320569, 2.2166794316967306e-07
EPI_ISL_131986|405849|A/Washington/24/2012|E4/E1|2012-06-17, 1.0, 0.0
EPI_ISL_124933|385999|A/Washington/24/2012|E3|2012-06-17, 1.0, 0.0
NODE_0001728, 0.99999997323715, 2.676285008573037e-08
EPI_ISL_143863|461366|A/South_Carolina/NHRC363072/2012||2012-10-10, 1.0, 0.0
EPI_ISL_153799|499831|A/South_Carolina/NHRC361211/2012||2012-09-21, 0.9999999999999999, 0.0
NODE_0001730, 0.999999999996853, 3.1470094258452562e-12
EPI_ISL_132790|407598|A/South_Carolina/3042/2012|PMK1|2012-10-03, 1.0, 0.0
EPI_ISL_143868|461371|A/South_Carolina/NHRC362335/2012||2012-09-12, 0.9999999999999999, 0.0
NODE_0002271, 0.9999999998232284, 1.767715761191343e-10
EPI_ISL_153803|499845|A/South_Carolina/NHRC362336/2012||2012-09-26, 1.0, 0.0
NODE_0002272, 0.9999999999955903, 4.409720015694143e-12
EPI_ISL_153793|499807|A/South_Carolina/NHRC362333/2012||2012-10-02, 0.9999999999999999, 0.0
EPI_ISL_132791|407601|A/South_Carolina/3043/2012|ORIG|2012-10-04, 0.9999999999999999, 0.0
NODE_0002877, 0.9999999873267896, 1.2673210434821092e-08
EPI_ISL_369638|1515671|A/New_York/WC-LVD-12-036/2012||2012-03-23, 0.9999999999999999, 0.0
NODE_0002879, 0.9999998526783195, 1.4732168046900638e-07
EPI_ISL_105890|356281|A/Texas/18/2012|C1|2012-02-01, 1.0, 0.0
NODE_0003130, 0.999899696374449, 0.000100303625550947
NODE_0001718, 0.5942765663942846, 0.40572343360571533
NODE_0001719, 0.4833410446090303, 0.5166589553909698
KT965349|A/swine/Indiana/A01260972/2015|H1N1|USA|08/27/2015, 0.0, 1.0
VDL|A/swine/USA/35509/2018|Unsubtypable|HA|swine|2018-05-16, 0.0, 1.0
NODE_0001720, 0.0033272591168782163, 0.9966727408831217
VDL|A/swine/USA/38794/2012|H1N1|HA|swine|2012-11-01, 0.0, 1.0
VDL|A/swine/USA/38796/2012|H1N1|HA|swine|2012-11-01, 0.0, 1.0
NODE_0003134, 0.9999998318042604, 1.6819573963950298e-07
NODE_0001678, 0.999985095164932, 1.490483506803981e-05
VDL|A/swine/USA/32363/2013|H1N1|HA|swine|2013-08-23, 0.0, 0.9999999999999999
EPI_ISL_118701|370435|A/Louisiana/01/2012|C2|2012-03-15, 1.0, 0.0
EPI_ISL_117351|368677|A/Wyoming/06/2012|C2|2012-03-10, 0.9999999999999999, 0.0
NODE_0003136, 0.999999990196186, 9.803813930473431e-09
EPI_ISL_136519|426824|A/Arizona/M8/2012||2012-03-14, 1.0, 0.0
NODE_0003140, 0.9999999953619211, 4.638078907163102e-09
NODE_0001662, 0.9999799299896194, 2.00700103807587e-05
EPI_ISL_159230|516160|A/Montana/3612/2014|PMK1|2014-01-06, 1.0, 0.0
EPI_ISL_121242|375563|A/Kentucky/07/2012|C2|2012-02-19, 0.9999999999999999, 0.0
NODE_0003149, 0.9999999850616682, 1.4938331767238474e-08
NODE_0001687, 0.9999999662043726, 3.3795627270519543e-08
EPI_ISL_117047|368661|A/North_Carolina/09/2012|C2|2012-03-01, 1.0, 0.0
EPI_ISL_118684|370386|A/California/21/2012|C1|2012-02-20, 1.0, 0.0
EPI_ISL_121448|376377|A/North_Carolina/18/2012|C1|2012-04-26, 1.0, 0.0
NODE_0003153, 0.9999999406338504, 5.936614954137633e-08
EPI_ISL_369631|1515615|A/New_York/WC-LVD-12-029/2012||2012-04-02, 1.0, 0.0
NODE_0003154, 0.9999999858677654, 1.4132234594473915e-08
NODE_0001713, 0.9999979901707869, 2.009829213018777e-06
EPI_ISL_118698|370428|A/Utah/11/2012|C1|2012-03-15, 1.0, 0.0
NODE_0001714, 0.9999999970017105, 2.9982895516762537e-09
EPI_ISL_161956|529921|A/Bronx/INS3_673/2012|P0|2012-03-06, 1.0, 0.0
EPI_ISL_369630|1515607|A/New_York/WC-LVD-12-028/2012||2012-03-29, 1.0, 0.0
NODE_0003161, 0.9999999605304829, 3.946951696577982e-08
EPI_ISL_369648|1515751|A/New_York/WC-LVD-12-046/2012||2012-04-17, 1.0, 0.0
NODE_0003163, 0.9999999973667019, 2.6332981786114613e-09
EPI_ISL_121458|376411|A/New_Jersey/03/2012|C1|2012-05-02, 0.9999999999999999, 0.0
NODE_0003173, 0.9999999998782295, 1.217705757712731e-10
EPI_ISL_128222|392909|A/Illinois/05/2012|Original|2012-03-02, 1.0, 0.0
NODE_0003176, 0.9999999992071598, 7.928403097155184e-10
EPI_ISL_103725|353388|A/California/52/2011|C2/C2|2011-12-28, 1.0, 0.0
NODE_0003182, 0.9999999980296731, 1.9703270838384183e-09
NODE_0001711, 0.9999999954631323, 4.536867726282455e-09
EPI_ISL_161959|529945|A/Dayton/INS3_676/2012|P0|2012-03-12, 1.0, 0.0
EPI_ISL_121232|375534|A/Maine/06/2012|C2|2012-04-04, 1.0, 0.0
NODE_0003185, 0.9999999996251823, 3.7481781337402466e-10
EPI_ISL_103737|353423|A/Texas/04/2012|C2|2012-01-09, 1.0, 0.0
NODE_0003193, 0.9999999920258051, 7.974194866549203e-09
NODE_0001690, 0.9999999936268401, 6.373159902449118e-09
EPI_ISL_103729|353399|A/Maine/01/2012|C1|2012-01-11, 1.0, 0.0
EPI_ISL_121244|375568|A/Iowa/09/2012|C2|2012-03-17, 1.0, 0.0
NODE_0002273, 0.9999999945054546, 5.494545390326027e-09
EPI_ISL_105886|356271|A/North_Carolina/04/2012|C1|2012-01-23, 1.0, 0.0
NODE_0002274, 0.9999999995759591, 4.2404084080133436e-10
EPI_ISL_121230|375529|A/Washington/22/2012|C2|2012-03-20, 1.0, 0.0
NODE_0002276, 0.9999999995596255, 4.4037459860949876e-10
EPI_ISL_369644|1515719|A/New_York/WC-LVD-12-042/2012||2012-03-20, 0.9999999999999999, 0.0
NODE_0002278, 0.9999999994856971, 5.143029532930473e-10
EPI_ISL_118691|370413|A/Illinois/01/2012|M1|2012-01-25, 1.0, 0.0
NODE_0002279, 0.9999999992807198, 7.192802645972255e-10
NODE_0001691, 0.9999999975693415, 2.430658469805629e-09
EPI_ISL_115086|366334|A/Texas/23/2012|OR|2012-01-26, 0.9999999999999999, 0.0
NODE_0002281, 0.9999999998451339, 1.5486604151557993e-10
EPI_ISL_117346|368643|A/Texas/26/2012|C2|2012-02-21, 1.0, 0.0
NODE_0002283, 0.9999999999977959, 2.204012875696971e-12
EPI_ISL_117347|368651|A/Texas/29/2012|C1|2012-02-24, 1.0, 0.0
EPI_ISL_115087|366337|A/Texas/24/2012|C2|2012-02-25, 1.0, 0.0
NODE_0002284, 0.9999999993647227, 6.352773250310799e-10
EPI_ISL_122769|380020|A/New_Mexico/08/2012|Original|2012-03-29, 1.0, 0.0
NODE_0002285, 0.999999999571844, 4.281559902175637e-10
EPI_ISL_107017|357965|A/Utah/08/2012|C2|2012-02-01, 0.9999999999999999, 0.0
NODE_0002286, 0.9999999992009788, 7.990211906360406e-10
EPI_ISL_136524|426829|A/Arizona/M15/2012||2012-04-03, 0.9999999999999999, 0.0
NODE_0002287, 0.9999999999015723, 9.842756087370872e-11
NODE_0001684, 0.9999997246289909, 2.753710090154128e-07
EPI_ISL_117352|368680|A/Nevada/11/2012|C2|2012-03-03, 0.9999999999999999, 0.0
EPI_ISL_136525|426830|A/Arizona/M6/2012||2012-03-10, 1.0, 0.0
NODE_0002290, 0.9999999993815368, 6.184631053480371e-10
NODE_0001702, 0.9999999934371963, 6.562803659104749e-09
EPI_ISL_107006|357933|A/Wisconsin/06/2012|C2|2012-02-03, 1.0, 0.0
EPI_ISL_121453|376395|A/Iowa/12/2012|C1|2012-04-14, 1.0, 0.0
NODE_0002292, 0.9999999993995438, 6.004562250953577e-10
EPI_ISL_121234|375540|A/Wyoming/09/2012|C1|2012-04-05, 1.0, 0.0
NODE_0002294, 0.999999999116014, 8.839859428627232e-10
EPI_ISL_107092|358144|A/Missouri/04/2012|C2|2012-02-06, 0.9999999999999999, 0.0
NODE_0002296, 0.9999999982001023, 1.799897690344438e-09
EPI_ISL_121450|376385|A/Pennsylvania/08/2012|C2|2012-04-16, 1.0, 0.0
NODE_0002297, 0.9999999995120948, 4.879052020430194e-10
EPI_ISL_111398|362988|A/Washington/15/2012|C1|2012-02-13, 1.0, 0.0
NODE_0002298, 0.999999999106385, 8.936148736999589e-10
EPI_ISL_129194|395364|A/Boston/DOA90/2012||2012-02-21, 1.0, 0.0
NODE_0002299, 0.9999999998066679, 1.9333205050131586e-10
EPI_ISL_118697|372547|A/Georgia/09/2012|C2|2012-02-24, 1.0, 0.0
NODE_0002305, 0.9999999997835484, 2.1645160742005807e-10
EPI_ISL_118687|370395|A/Texas/31/2012|OR|2012-03-02, 1.0, 0.0
NODE_0002306, 0.9999999987121754, 1.2878245288243366e-09
EPI_ISL_202137|674103|A/Connecticut/Flu165/2013||2013-01-30, 0.9999999999999999, 0.0
NODE_0002307, 0.9999999996564279, 3.4357188443173995e-10
EPI_ISL_161936|529761|A/Durham/INS3_648/2012|P0|2012-03-08, 1.0, 0.0
NODE_0002309, 0.9999999984506521, 1.549347926535931e-09
NODE_0001698, 0.9999999870099936, 1.299000641182354e-08
EPI_ISL_134436|418243|A/Wyoming/31/2012|C1|2012-12-26, 1.0, 0.0
EPI_ISL_132696|407359|A/Wyoming/23/2012|C1|2012-12-04, 1.0, 0.0
NODE_0002311, 0.9999999997576346, 2.423654455057073e-10
EPI_ISL_117048|368439|A/Kansas/07/2012|C2|2012-03-13, 1.0, 0.0
NODE_0002312, 0.999999999770497, 2.2950292807458441e-10
EPI_ISL_128219|392899|A/Illinois/07/2012|Original|2012-03-12, 1.0, 0.0
